formula,T(K),S(muV/K),¦Ò(S/cm),TC(W/mK),PF,ZT,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Ca4.75Na0.25Al2Sb6,300,142.7,197.63,1.45,0.000402,0.083263,Ca4.75 Na0.25 Al2 Sb6,11.0,51.0,40.0,33.05769230769231,16.562130177514796,51.0,2.0,85.0,83.0,53.05769230769231,35.62130177514793,85.0,22.98976928,121.76,98.77023072,75.43392457846154,42.762531158343194,121.76,370.87,1115.0,744.13,975.2759615384615,102.10602810650887,903.78,1.0,15.0,14.0,9.673076923076923,5.940828402366863,15.0,3.0,5.0,2.0,4.288461538461538,0.6568047337278107,5.0,121.0,176.0,55.0,150.26923076923077,19.40828402366864,139.0,0.93,2.05,1.1199999999999997,1.5771153846153845,0.4466272189349112,2.05,1.0,2.0,1.0,1.9807692307692308,0.037721893491124196,2.0,0.0,3.0,3.0,1.5384615384615385,1.3491124260355032,3.0,0.0,10.0,10.0,4.615384615384615,4.970414201183432,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,8.134615384615385,6.337278106508876,15.0,0.0,1.0,1.0,0.019230769230769232,0.037721893491124266,0.0,0.0,5.0,5.0,2.1538461538461537,1.6568047337278105,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.173076923076923,1.6331360946745561,3.0,16.48,37.77,21.290000000000003,31.46448717948654,4.696040433926109,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,197.84615384615384,29.396449704142015,166.0
Sr0.61Ba0.39Nb2O6,300,-92.4,353.86,1.667,0.000302,0.05437,Sr0.61 Ba0.39 Nb2 O6,8.0,56.0,48.0,19.446666666666665,15.262222222222224,8.0,8.0,87.0,79.0,69.37666666666667,23.49777777777778,87.0,15.9994,137.327,121.3276,43.20165444444444,36.26967259259259,15.9994,54.8,2750.0,2695.2,762.1444444444445,943.1259259259261,54.8,2.0,16.0,14.0,12.0,5.333333333333333,16.0,2.0,6.0,4.0,3.0433333333333334,1.391111111111111,2.0,66.0,215.0,149.0,102.97777777777777,49.303703703703704,66.0,0.89,3.44,2.55,2.7518444444444445,0.9175407407407405,3.44,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,4.0,4.0,0.8888888888888888,1.382716049382716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.333333333333333,0.8888888888888888,6.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,6.0,6.0,1.3333333333333333,2.0740740740740744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.888888888888889,1.8271604938271604,2.0,9.105,63.59,54.485,16.541155555555555,9.914874074074074,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,84.06222222222222,96.08296296296297,12.0
Li0.0024Ni0.9976O,400,294.97,0.03,16.172,0.0,7e-06,Li0.0024 Ni0.9976 O1,3.0,28.0,25.0,17.97,10.005928,8.0,1.0,87.0,86.0,73.928,13.072000000000001,87.0,6.941,58.6934,51.752399999999994,37.28429712,21.357721033087998,15.9994,54.8,1728.0,1673.2,889.8708280000001,836.1176619872001,54.8,1.0,16.0,15.0,12.9892,3.0107999999999997,16.0,2.0,4.0,2.0,2.9976000000000003,0.99999424,2.0,66.0,128.0,62.0,95.0048,29.0048,66.0,0.98,3.44,2.46,2.673884,0.766116,3.44,1.0,2.0,1.0,1.9988000000000001,0.002397119999999868,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,8.0,8.0,3.9904,3.99997696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,7.9892,2.0059740799999997,6.0,0.0,1.0,1.0,0.0012,0.00239712,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.9976,0.99999424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.9988000000000001,0.002397119999999868,2.0,9.105,16.5933333333,7.488333333299998,9.72002799999996,0.6150279999999599,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29698287636000004,0.29769563526326404,0.0,12.0,229.0,217.0,118.5048,106.5048,12.0
BaPbO3,300,-26.0,2305.5,3.78,0.000156,0.012368,Ba1 Pb1 O3,8.0,82.0,74.0,32.4,29.279999999999994,8.0,9.0,87.0,78.0,70.2,24.479999999999997,87.0,15.9994,207.2,191.20059999999998,78.50504,75.006768,15.9994,54.8,1000.0,945.2,353.00200000000007,357.8424,54.8,2.0,16.0,14.0,12.8,4.319999999999999,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,215.0,149.0,111.8,54.959999999999994,66.0,0.89,3.44,2.55,2.708,0.8783999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,2.0,28.0,26.0,9.6,7.359999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,9.105,63.59,54.485,23.803,17.637600000000003,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0
Ca4.75Na0.25Al2Sb6,1000,207.0,106.5,0.703,0.000456,0.649112,Ca4.75 Na0.25 Al2 Sb6,11.0,51.0,40.0,33.05769230769231,16.562130177514796,51.0,2.0,85.0,83.0,53.05769230769231,35.62130177514793,85.0,22.98976928,121.76,98.77023072,75.43392457846154,42.762531158343194,121.76,370.87,1115.0,744.13,975.2759615384615,102.10602810650887,903.78,1.0,15.0,14.0,9.673076923076923,5.940828402366863,15.0,3.0,5.0,2.0,4.288461538461538,0.6568047337278107,5.0,121.0,176.0,55.0,150.26923076923077,19.40828402366864,139.0,0.93,2.05,1.1199999999999997,1.5771153846153845,0.4466272189349112,2.05,1.0,2.0,1.0,1.9807692307692308,0.037721893491124196,2.0,0.0,3.0,3.0,1.5384615384615385,1.3491124260355032,3.0,0.0,10.0,10.0,4.615384615384615,4.970414201183432,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,8.134615384615385,6.337278106508876,15.0,0.0,1.0,1.0,0.019230769230769232,0.037721893491124266,0.0,0.0,5.0,5.0,2.1538461538461537,1.6568047337278105,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.173076923076923,1.6331360946745561,3.0,16.48,37.77,21.290000000000003,31.46448717948654,4.696040433926109,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,197.84615384615384,29.396449704142015,166.0
Nd2Cu0.98Ni0.02O4,700,-98.5,46.26,5.25,4.5e-05,0.005985,Nd2 Cu0.98 Ni0.02 O4,8.0,60.0,52.0,25.854285714285712,20.404897959183675,8.0,19.0,87.0,68.0,64.27714285714286,25.968979591836735,87.0,15.9994,144.242,128.24259999999998,59.41864971428571,49.62614395755101,15.9994,54.8,1728.0,1673.2,596.0535142857143,618.5754448979593,54.8,3.0,16.0,13.0,11.56857142857143,5.064489795918368,16.0,2.0,6.0,4.0,3.4285714285714284,1.6326530612244898,2.0,66.0,201.0,135.0,113.97714285714287,54.83102040816327,66.0,1.14,3.44,2.3,2.5628857142857138,1.0024163265306123,3.44,1.0,2.0,1.0,1.8599999999999999,0.2408000000000001,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,10.0,10.0,1.422857142857143,2.4391836734693877,0.0,0.0,4.0,4.0,1.1428571428571428,1.6326530612244898,0.0,6.0,11.0,5.0,6.711428571428572,1.219591836734694,6.0,0.0,1.0,1.0,0.13999999999999999,0.2408,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,2.0,2.0,0.005714285714285714,0.011395918367346939,0.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,1.0,10.0,9.0,4.145714285714286,3.3453061224489793,2.0,9.105,34.81,25.705000000000002,16.727857142857143,10.33265306122449,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0017011277142857145,0.00339253469877551,0.0,12.0,225.0,213.0,94.42857142857143,94.20408163265306,12.0
In0.1Co4Sb12,700,-309.85,230.66,1.742,0.002214,0.889594,In0.1 Co4 Sb12,27.0,51.0,24.0,45.02484472049689,8.956444581613367,51.0,58.0,85.0,27.0,78.22981366459626,10.09220323289997,85.0,58.933195,121.76,62.82680500000001,106.10773788819876,23.440766652521127,121.76,429.75,1768.0,1338.25,1115.548757763975,324.1993750241116,903.78,9.0,15.0,6.0,13.496894409937887,2.240654295744763,15.0,4.0,5.0,1.0,4.751552795031055,0.3734423826241273,5.0,126.0,142.0,16.0,135.78881987577637,4.864009876162199,139.0,1.78,2.05,0.2699999999999998,2.0060869565217385,0.06546043748312198,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.24223602484472,1.1295860499209134,3.0,7.0,10.0,3.0,9.254658385093167,1.1203271478723815,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,6.0,13.496894409937887,2.240654295744763,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2670807453416146,1.1264997492380695,3.0,0.0,3.0,3.0,0.7453416149068323,1.1203271478723813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.012422360248447,0.024690405462752012,3.0,10.245,31.56,21.314999999999998,26.21900621118012,7.961729871532736,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.38471334161490683,0.5782647743528413,0.0,139.0,194.0,55.0,172.7888198757764,10.539716831912349,166.0
Mg2Si0.98Bi0.02,700,-174.9,801.92,3.6,0.002453,0.476989,Mg2 Si0.98 Bi0.02,12.0,83.0,71.0,13.126666666666665,1.5022222222222217,12.0,68.0,86.0,18.0,71.38666666666667,4.515555555555557,68.0,24.305,208.9804,184.6754,26.77113266666667,3.28817688888889,24.305,544.4,1687.0,1142.6,1170.0493333333334,337.7411022222222,923.0,2.0,15.0,13.0,6.006666666666667,5.342222222222222,2.0,3.0,6.0,3.0,3.0199999999999996,0.03973333333333291,3.0,111.0,148.0,37.0,131.24666666666664,13.227822222222231,141.0,1.31,2.02,0.71,1.5074666666666667,0.26328888888888885,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.6733333333333333,0.8977777777777778,0.0,0.0,10.0,10.0,0.06666666666666667,0.13244444444444445,0.0,0.0,14.0,14.0,0.09333333333333334,0.18542222222222224,0.0,2.0,29.0,27.0,2.8333333333333335,1.1111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3266666666666667,1.768888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3266666666666667,1.768888888888889,0.0,20.44,32.95,12.510000000000002,22.156733333333335,1.1215991111111105,22.89,0.0,0.773,0.773,0.2525133333333333,0.3400512888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,203.5666666666667,15.309777777777787,194.0
Zr0.25Hf0.25Ti0.5NiSn,300,-311.58,210.2,3.063,0.002041,0.19989,Zr0.25 Hf0.25 Ti0.5 Ni1 Sn1,22.0,72.0,50.0,39.0,13.0,28.0,43.0,80.0,37.0,61.583333333333336,12.277777777777779,61.0,47.867,178.49,130.62300000000002,89.58846666666666,34.50386666666667,58.6934,505.08,2506.0,2000.92,1454.0266666666666,632.6311111111112,505.08,4.0,14.0,10.0,9.333333333333334,3.5555555555555554,10.0,4.0,6.0,2.0,4.583333333333333,0.5833333333333334,4.0,124.0,175.0,51.0,143.5,16.0,124.0,1.3,1.96,0.6599999999999999,1.7658333333333331,0.2255555555555556,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,2.0,10.0,8.0,6.666666666666667,3.1111111111111107,8.0,0.0,14.0,14.0,1.1666666666666667,2.138888888888889,0.0,4.0,18.0,14.0,10.5,3.5833333333333335,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,8.0,8.0,3.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.666666666666667,2.2222222222222223,2.0,10.32,33.285,22.964999999999996,21.09958333333333,8.656249999999998,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19846865555555557,0.264617362962963,0.0,141.0,225.0,84.0,186.66666666666666,30.444444444444446,141.0
In0.15Co4Sb12,400,-266.33,469.96,1.995,0.003334,0.668513,In0.15 Co4 Sb12,27.0,51.0,24.0,45.03715170278638,8.934811988996348,51.0,58.0,85.0,27.0,78.21981424148608,10.075817845469617,85.0,58.933195,121.76,62.82680500000001,106.13470464396288,23.38155276481131,121.76,429.75,1768.0,1338.25,1113.4255417956658,324.2474096368221,903.78,9.0,15.0,6.0,13.495356037151703,2.236003412282299,15.0,4.0,5.0,1.0,4.752321981424149,0.37266723538038293,5.0,126.0,142.0,16.0,135.80804953560374,4.858476550144242,139.0,1.78,2.05,0.2699999999999998,2.0053869969040248,0.06629796125717671,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.238390092879257,1.131804196340423,3.0,7.0,10.0,3.0,9.256965944272446,1.1180017061411494,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,6.0,13.495356037151703,2.236003412282299,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2755417956656347,1.1272033662739984,3.0,0.0,3.0,3.0,0.7430340557275542,1.1180017061411496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.018575851393189,0.03680664053139608,3.0,10.245,31.56,21.314999999999998,26.212941176470586,7.946093607721727,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.38352227863777094,0.5770644811701445,0.0,139.0,194.0,55.0,172.6842105263158,10.558905002444202,166.0
Fe0.978Co0.00196Si1.96Y0.12O0.18,400,-227.0,6.69,2.64,3.5e-05,0.005222,Fe0.978 Co0.00196 Si1.96 Y0.12 O0.18,8.0,39.0,31.0,18.222731144828945,6.244919474273725,14.0,12.0,87.0,75.0,69.10075433030036,12.75595114332103,78.0,15.9994,88.90585,72.90645,38.06469618828626,14.525474291616328,28.0855,54.8,1811.0,1756.2,1637.9483944246224,175.90754885642554,1687.0,3.0,16.0,13.0,11.88954184619563,3.010148550686643,14.0,2.0,5.0,3.0,3.320979271349028,0.5351273723668943,3.0,66.0,190.0,124.0,117.77397251817922,13.948506271005542,111.0,1.22,3.44,2.2199999999999998,1.9392291262855095,0.1667543779976345,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.4321164458820477,0.9724013912594089,2.0,0.0,7.0,7.0,1.852405585254139,2.5101770532193934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,5.284522031136186,1.7233582048934355,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.530895443153619,1.7774570867658281,4.0,0.0,9.0,9.0,1.5425745996864157,2.0377471594272336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.073470042840034,0.3649326503161732,4.0,9.105,32.365,23.26,17.314757034037456,4.896051413722447,20.44,0.0,0.773,0.773,0.46762305707477864,0.3694729614769526,0.773,0.0,2.1106628,2.1106628,0.638052081492364,0.8901330289094572,0.0,12.0,229.0,217.0,214.41691872739165,24.028131692319196,227.0
CuCr0.97Mg0.03O2,300,199.05,9.83,7.14,3.9e-05,0.001636,Cu1 Cr0.97 Mg0.03 O2,8.0,29.0,21.0,17.16,9.237400000000001,8.0,49.0,87.0,38.0,71.8925,15.1075,87.0,15.9994,63.546,47.5466,36.677541749999996,20.863729876249998,15.9994,54.8,2180.0,2125.2,902.415,847.615,54.8,2.0,16.0,14.0,12.219999999999999,3.78,16.0,2.0,4.0,2.0,2.9924999999999997,0.9924999999999999,2.0,66.0,141.0,75.0,100.765,34.765,66.0,1.31,3.44,2.13,2.6073749999999998,0.832625,3.44,1.0,2.0,1.0,1.5074999999999998,0.4998875,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,3.7125,3.7681875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,7.22,1.89,6.0,0.0,1.0,1.0,0.4925,0.49988750000000004,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,5.0,1.2125,1.8369374999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.705,1.598075,2.0,9.105,22.89,13.785,10.20525,1.1002499999999997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,119.2375,107.2375,12.0
In1.985Ge0.015O3,1000,-108.46,697.03,3.536,0.00082,0.231919,In1.985 Ge0.015 O3,8.0,49.0,41.0,24.349,19.6188,8.0,75.0,87.0,12.0,82.212,5.7456,87.0,15.9994,114.818,98.8186,55.400306,47.2810872,15.9994,54.8,1211.4,1156.6000000000001,207.12494999999998,182.78994000000003,54.8,13.0,16.0,3.0,14.803,1.4364,16.0,2.0,5.0,3.0,3.197,1.4364000000000001,2.0,66.0,142.0,76.0,96.334,36.400800000000004,66.0,1.78,3.44,1.66,2.77669,0.795972,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.803,1.4364000000000001,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,8.803,3.3636000000000004,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.197,1.4364000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.197,1.4364000000000001,2.0,9.105,24.26,15.155000000000001,15.163235,7.269882000000001,9.105,0.0,0.383,0.383,0.001149,0.0022911060000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,63.05800000000001,61.269600000000004,12.0
NaCo2O4,400,118.0,395.41,1.834,0.000551,0.120081,Na1 Co2 O4,8.0,27.0,19.0,13.857142857142858,7.5102040816326525,8.0,2.0,87.0,85.0,66.57142857142857,23.346938775510207,87.0,15.9994,58.933195,42.933794999999996,29.264822754285714,16.953355568979593,15.9994,54.8,1768.0,1713.2,589.4385714285714,673.4636734693878,54.8,1.0,16.0,15.0,11.857142857142858,4.7346938775510194,16.0,2.0,4.0,2.0,2.7142857142857144,0.8163265306122449,2.0,66.0,166.0,100.0,97.42857142857143,35.91836734693878,66.0,0.93,3.44,2.51,2.6357142857142857,0.9191836734693878,3.44,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,7.0,7.0,2.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,6.142857142857143,1.63265306122449,6.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,3.0,3.0,0.8571428571428571,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.142857142857143,0.4897959183673469,2.0,9.105,29.2433333333,20.1383333333,12.307619047614285,4.838775510195918,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.4424203428571429,0.6320290612244898,0.0,12.0,229.0,217.0,95.0,94.85714285714286,12.0
WO2.9,400,-31.41,839.52,3.176,8.3e-05,0.01043,W1 O2.9,8.0,74.0,66.0,24.923076923076923,25.167652859960555,8.0,51.0,87.0,36.0,77.76923076923076,13.72781065088758,87.0,15.9994,183.84,167.8406,59.035451282051284,64.00233267587114,15.9994,54.8,3695.0,3640.2,988.1846153846154,1388.1104536489152,54.8,6.0,16.0,10.0,13.435897435897436,3.8132807363576595,16.0,2.0,6.0,4.0,3.025641025641026,1.525312294543064,2.0,66.0,162.0,96.0,90.61538461538461,36.60749506903353,66.0,2.36,3.44,1.08,3.1630769230769227,0.4118343195266274,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.9743589743589745,1.525312294543064,4.0,0.0,4.0,4.0,1.0256410256410258,1.525312294543064,0.0,0.0,14.0,14.0,3.58974358974359,5.338593030900723,0.0,6.0,20.0,14.0,9.58974358974359,5.338593030900722,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4871794871794872,0.762656147271532,2.0,0.0,6.0,6.0,1.5384615384615385,2.287968441814596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.025641025641026,1.525312294543064,2.0,9.105,16.05,6.945,10.88576923076923,2.648323471400394,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,67.64102564102565,82.74819197896122,12.0
Ca4.95Na0.05Al2Sb6,300,193.0,30.12,1.49,0.000112,0.02259,Ca4.95 Na0.05 Al2 Sb6,11.0,51.0,40.0,33.19615384615385,16.43431952662722,51.0,2.0,85.0,83.0,53.13461538461539,35.52662721893491,85.0,22.98976928,121.76,98.77023072,75.69682043569232,42.51985805936094,121.76,370.87,1115.0,744.13,986.7241153846154,97.68701982248523,903.78,1.0,15.0,14.0,9.688461538461539,5.92189349112426,15.0,3.0,5.0,2.0,4.303846153846154,0.6426035502958579,5.0,121.0,176.0,55.0,150.42307692307693,19.59763313609468,139.0,0.93,2.05,1.1199999999999997,1.5781923076923077,0.44530177514792896,2.05,1.0,2.0,1.0,1.9961538461538464,0.007662721893490891,2.0,0.0,3.0,3.0,1.5384615384615385,1.3491124260355032,3.0,0.0,10.0,10.0,4.615384615384615,4.970414201183432,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,8.15,6.323076923076924,15.0,0.0,1.0,1.0,0.0038461538461538464,0.007662721893491125,0.0,0.0,5.0,5.0,2.1538461538461537,1.6568047337278105,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1576923076923076,1.65207100591716,3.0,16.48,37.77,21.290000000000003,31.595666666666542,4.701992307692408,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,197.78461538461536,29.339644970414206,166.0
